Year,Semester,Instructor,Gender,Class,HS GPA,ACT conversion,Pretest,Exam 1,Exam 2,Exam 3,Exam 4,Exam 5,Final
2018,Fall,A,Male,Junior,,,63.3,66,76,84,64,,75
2018,Fall,A,Male,Freshman,2.86,25,50.0,86,50,44,,50,60
2018,Fall,A,Female,Freshman,3.44,19,33.3,58,46,62,42,56,37
2018,Fall,A,Male,Freshman,2.59,27,50.0,90,86,80,73,82,72
2018,Fall,A,Female,Freshman,3.25,20,41.7,52,56,80,65,72,58
2018,Fall,A,Male,Freshman,3.11,24,,66,50,56,49,68,45
2018,Fall,A,Female,Freshman,,21,43.3,92,82,84,89,82,82
2018,Fall,C,Male,Sophomore,,,,70,44,72,82,52,65
2018,Fall,C,Male,Freshman,3.91,22,30.0,80,70,74,85,80,75
2018,Fall,C,Female,Freshman,3.37,20,18.3,52,48,74,35,42,42
2018,Fall,C,Male,Freshman,2.41,18,25.0,54,48,54,29,46,37
2018,Fall,C,Female,Junior,2.94,17,41.7,64,54,60,60,74,47
2018,Fall,C,Female,Freshman,3.54,21,,66,66,72,47,28,48
2018,Fall,C,Female,Sophomore,,,33.3,46,64,78,49,56,45
2018,Fall,C,Male,Freshman,3.59,20,35.0,74,40,58,69,44,60
2018,Fall,C,Male,Freshman,3.42,19,,64,76,64,56,68,53
2018,Fall,C,Female,Freshman,,,38.3,86,66,,,,
2018,Fall,C,Male,Freshman,3.5,26,60.0,82,80,92,91,78,83
2018,Fall,C,Male,Sophomore,4,30,,98,94,90,93,92,77
2018,Fall,C,Female,Freshman,3.11,18,30.0,52,66,46,65,42,30
2018,Fall,C,Male,Freshman,3.11,26,46.7,96,80,90,91,86,80
2018,Fall,C,Female,Freshman,4,30,23.3,92,96,94,93,84,72
2018,Fall,C,Male,Freshman,3.58,29,46.7,84,78,,76,68,77
2018,Fall,C,Female,Freshman,,,36.7,72,38,,,,
2018,Fall,C,Male,Freshman,2.1,29,,60,66,92,58,54,62
2018,Fall,C,Female,Freshman,3.84,25,43.3,74,88,88,65,76,60
2018,Fall,C,Male,Freshman,2.48,20,36.7,62,90,88,82,76,77
2018,Fall,C,Male,Freshman,3.42,21,33.3,62,66,74,75,80,68
2018,Fall,C,Male,Freshman,3.73,,33.3,68,72,78,65,84,73
2018,Fall,C,Female,Freshman,,,33.3,40,44,32,,,
2018,Fall,C,Female,Freshman,3.76,25,28.3,86,90,90,89,82,75
2018,Fall,C,Female,Sophomore,3.11,27,,80,68,70,62,56,62
2018,Fall,C,Male,Freshman,2.97,17,28.3,80,46,38,,,
2018,Fall,C,Male,Freshman,3.58,25,46.7,90,88,90,91,88,78
2018,Fall,C,Male,Freshman,3,26,,76,64,52,62,32,45
2018,Fall,C,Female,Freshman,,16,43.3,76,46,70,56,76,43
2018,Fall,C,Female,Freshman,4,25,,92,82,80,84,76,82
2018,Fall,C,Male,Freshman,2.85,23,26.7,72,54,56,,52,48
2018,Fall,C,Male,Freshman,3.87,23,30.0,90,92,96,95,94,80
2018,Fall,C,Male,Freshman,2.69,20,,46,48,38,38,30,
2018,Fall,C,Male,Freshman,3.19,24,20.0,94,86,88,85,80,72
2018,Fall,C,Female,Freshman,3.55,24,,62,82,82,80,78,65
2018,Fall,C,Male,Freshman,3.93,27,35.0,90,90,80,93,82,85
2018,Fall,C,Male,Freshman,3.33,25,33.3,94,78,86,87,82,72
2018,Fall,C,Male,Freshman,2.62,19,31.7,72,54,78,82,70,48
2018,Fall,C,Female,Freshman,3.92,26,36.7,86,80,60,69,54,50
2018,Fall,C,Female,Junior,3.63,21,46.7,78,86,88,69,64,73
2018,Fall,C,Female,Freshman,3.73,28,41.7,74,56,88,78,76,72
2018,Fall,C,Female,Freshman,3.25,25,,92,86,88,82,66,68
2018,Fall,C,Female,Freshman,3.67,26,30.0,70,74,74,78,62,53
2018,Fall,C,Female,Sophomore,4,34,43.3,98,92,84,89,80,83
2018,Fall,C,Female,Freshman,2.54,18,,48,68,62,36,34,40
2018,Fall,C,Female,Freshman,3.52,29,26.7,72,76,64,58,64,48
2018,Fall,C,Male,Freshman,3.31,33,45.0,86,40,40,,,
2018,Fall,C,Male,Freshman,3.47,29,,92,92,78,93,74,78
2018,Fall,C,Male,Sophomore,,32,,86,86,88,69,76,60
2018,Fall,C,Male,Freshman,3.75,34,,78,90,84,82,94,75
2018,Fall,C,Male,Freshman,3.35,20,,50,60,46,35,34,38
2018,Fall,C,Male,Sophomore,3.03,18,40.0,80,88,64,69,,
2018,Fall,C,Female,Freshman,3.82,22,40.0,68,80,82,67,46,55
2018,Fall,C,Male,Freshman,3.23,20,,54,54,58,55,30,35
2018,Fall,C,Male,Freshman,3.58,21,31.7,92,64,76,53,62,42
2018,Fall,C,Female,Freshman,3.86,20,28.3,60,92,46,51,50,40
2018,Fall,C,Male,Freshman,,,50.0,96,94,96,95,92,90
2018,Fall,C,Male,Senior,3.5,21,45.0,96,96,92,87,78,82
2018,Fall,C,Male,Freshman,,19,36.7,80,94,76,65,92,88
2018,Fall,C,Male,Freshman,3.72,22,30.0,80,72,80,87,86,80
2018,Fall,C,Male,Freshman,,21,35.0,88,82,84,89,80,78
2018,Fall,C,Male,Freshman,3,24,,72,52,46,47,38,
2018,Fall,C,Female,Freshman,3.72,24,35.0,78,64,72,76,56,58
2018,Fall,C,Female,Freshman,2.61,19,,60,62,56,47,52,42
2018,Fall,C,Male,Freshman,4,29,31.7,92,98,94,89,88,80
2018,Fall,C,Female,Sophomore,3.97,28,50.0,96,96,88,98,92,88
2018,Fall,C,Male,Freshman,3.65,27,,74,70,76,64,54,67
2018,Fall,C,Female,Freshman,3.7,24,,66,62,70,62,68,58
2018,Fall,C,Female,Freshman,,,30.0,76,88,80,53,72,60
2018,Fall,C,Male,Freshman,2.9,18,,36,38,,,,
2018,Fall,C,Male,Freshman,,29,,90,94,70,80,78,78
2018,Fall,C,Female,Freshman,,,20.0,58,48,58,,,
2018,Fall,C,Female,Freshman,3.63,20,28.3,88,88,84,80,78,62
2018,Fall,C,Male,Freshman,3.18,24,43.3,76,84,86,76,76,70
2018,Fall,C,Female,Freshman,3.71,28,,82,92,84,100,84,80
2018,Fall,C,Female,Freshman,3.55,29,,92,94,88,96,94,80
2018,Fall,C,Male,Freshman,3.1,21,28.3,74,82,76,65,66,58
2018,Fall,C,Female,Sophomore,2.82,19,35.0,48,54,60,47,42,38
2018,Fall,C,Female,Freshman,2.96,20,28.3,80,84,72,60,74,47
2018,Fall,C,Female,Sophomore,4,24,40.0,82,96,86,84,88,73
2018,Fall,C,Female,Freshman,3.58,30,41.7,88,80,74,65,72,55
2018,Fall,C,Female,Freshman,3.27,19,33.3,70,74,78,51,58,42
2018,Fall,C,Male,Freshman,3.49,21,40.0,62,68,70,45,60,50
2018,Fall,C,Female,Senior,3.82,29,51.7,94,86,76,91,74,85
2018,Fall,C,Female,Freshman,3.69,24,35.0,88,80,70,84,68,63
2018,Fall,C,Male,Junior,,19,,70,72,76,78,70,67
2018,Fall,C,Male,Freshman,2.85,18,26.7,64,80,82,53,78,65
2018,Fall,C,Male,Freshman,,32,53.3,90,92,80,91,82,85
2018,Fall,C,Male,Freshman,3.09,22,23.3,62,70,78,71,64,63
2018,Fall,C,Female,Freshman,3.64,19,30.0,74,68,74,75,68,53
2018,Fall,C,Male,Freshman,3.65,23,,66,32,46,,30,35
2018,Fall,C,Female,Freshman,2.03,25,40.0,58,76,52,67,52,38
2018,Fall,C,Male,Freshman,3.79,23,31.7,88,90,88,91,82,83
2018,Fall,C,Male,Freshman,3.57,19,35.0,92,94,88,84,78,78
2018,Fall,C,Male,Freshman,3.82,26,31.7,86,86,82,89,80,85
2018,Fall,C,Female,Freshman,3.75,25,,60,78,82,73,62,68
2018,Fall,C,Female,Freshman,3.04,23,43.3,84,76,74,,,58
2018,Fall,C,Male,Freshman,3.38,27,30.0,88,82,62,76,42,62
2018,Fall,C,Male,Freshman,3.97,29,60.0,96,92,94,100,96,92
2018,Fall,C,Female,Freshman,3.95,23,,82,88,94,93,88,80
2018,Fall,C,Female,Freshman,4,29,43.3,90,96,84,80,86,78
2018,Fall,C,Male,Sophomore,3.67,18,,82,76,72,69,80,60
2018,Fall,C,Female,Freshman,,21,36.7,62,60,62,55,56,52
2018,Fall,C,Male,Freshman,,,23.3,94,96,98,98,92,85
2018,Fall,C,Male,Freshman,3.68,22,,52,76,68,69,46,50
2018,Fall,C,Male,Freshman,2.97,21,38.3,48,44,80,80,78,50
2018,Fall,C,Female,Freshman,3.86,28,21.7,72,58,60,55,,37
2018,Fall,C,Female,Freshman,3.91,26,33.3,86,76,66,76,68,52
2018,Fall,C,Male,Sophomore,,21,,92,82,78,100,94,78
2018,Fall,C,Male,Freshman,3.14,21,41.7,66,60,62,31,,
2018,Fall,C,Male,Freshman,3.28,27,21.7,76,86,88,69,82,65
2018,Fall,C,Male,Freshman,,20,41.7,66,66,62,80,62,55
2018,Fall,C,Female,Freshman,3.56,24,,88,98,94,84,76,78
2018,Fall,C,Male,Freshman,,,,80,76,80,91,66,65
2018,Fall,C,Male,Freshman,3.18,24,,78,84,96,95,78,77
2018,Fall,C,Male,Freshman,3.73,21,,92,86,88,96,92,78
2018,Fall,C,Female,Freshman,,,26.7,42,32,38,,,
2018,Fall,C,Male,Sophomore,3.86,25,43.3,92,92,80,95,86,80
2018,Fall,C,Male,Freshman,3.95,25,36.7,84,88,82,93,90,75
2018,Fall,C,Female,Freshman,3.52,18,40.0,50,68,68,67,54,55
2018,Fall,C,Male,Freshman,2.41,20,41.7,68,42,48,44,,
2018,Fall,C,Male,Freshman,3.69,21,35.0,90,94,94,100,92,87
2018,Fall,C,Male,Freshman,3.95,20,35.0,66,50,72,53,50,52
2018,Fall,C,Female,Freshman,2.85,14,,38,24,,,,
2018,Fall,C,Female,Freshman,3.97,30,38.3,88,86,92,89,76,65
2018,Fall,D,Male,Freshman,3.92,29,66.7,92,94,92,93,96,88
2018,Fall,D,Male,Freshman,3.45,30,28.3,60,50,38,45,36,42
2018,Fall,D,Male,Freshman,3.05,17,31.7,74,76,74,58,84,52
2018,Fall,D,Female,Junior,3.11,20,,78,98,96,98,96,87
2018,Fall,D,Female,Freshman,3.89,24,35.0,80,98,98,93,94,78
2018,Fall,D,Male,Sophomore,3.88,26,36.7,98,100,96,87,88,85
2018,Fall,D,Male,Senior,2.97,19,45.0,94,96,94,96,98,87
2018,Fall,D,Male,Freshman,3.75,22,33.3,96,92,98,96,98,83
2018,Fall,D,Female,Sophomore,3.11,16,21.7,50,62,64,45,42,33
2018,Fall,D,Male,Sophomore,3.26,24,,94,100,86,44,48,72
2018,Fall,D,Female,Freshman,4,25,46.7,92,84,80,69,78,77
2018,Fall,D,Female,Junior,2.98,16,23.3,38,44,40,33,30,27
2018,Fall,D,Male,Freshman,3.67,21,23.3,76,76,78,82,68,58
2018,Fall,D,Male,Freshman,,,25.0,44,28,,,,
2018,Fall,D,Male,Sophomore,3.94,,28.3,94,82,88,89,62,85
2018,Fall,D,Male,Freshman,3.82,27,41.7,86,88,80,82,80,73
2018,Fall,D,Female,Freshman,3.4,,,56,38,68,45,46,45
2018,Fall,D,Female,Sophomore,3.48,20,45.0,74,56,56,53,52,58
2018,Fall,D,Male,Freshman,3.36,19,26.7,66,86,72,47,56,52
2018,Fall,D,Male,Freshman,3.92,31,,100,98,98,89,96,83
2018,Fall,D,Male,Senior,4,23,40.0,94,96,92,96,92,87
2018,Fall,D,Male,Freshman,3.18,14,31.7,50,64,60,56,68,50
2018,Fall,D,Female,Sophomore,3.81,28,55.0,88,78,88,78,68,68
2018,Fall,D,Female,Sophomore,3.04,21,,48,74,62,62,46,37
2018,Fall,D,Male,Freshman,2.86,22,30.0,60,28,46,56,50,45
2018,Fall,D,Female,Sophomore,3.28,26,28.3,76,78,66,36,34,38
2018,Fall,D,Male,Freshman,3.42,33,46.7,86,60,72,62,66,67
2018,Fall,D,Male,Freshman,,,25.0,30,24,,,,
2018,Fall,D,Female,Sophomore,2.91,26,45.0,76,86,82,56,62,60
2018,Fall,D,Male,Freshman,3.27,28,50.0,90,48,78,49,50,57
2018,Fall,D,Male,Freshman,3.43,25,,88,88,96,71,70,68
2018,Fall,D,Male,Sophomore,,,35.0,54,26,46,,,
2018,Fall,D,Female,Freshman,2.7,22,,84,80,88,,88,82
2018,Fall,D,Female,Sophomore,2.96,23,23.3,64,60,70,56,74,43
2018,Fall,D,Male,Sophomore,2.91,18,26.7,44,38,48,33,28,
2018,Fall,D,Female,Sophomore,2.63,18,26.7,,36,,31,,22
2018,Fall,D,Male,Sophomore,2.89,26,43.3,86,68,64,51,54,60
2018,Fall,D,Female,Freshman,2.58,20,31.7,54,84,80,69,70,48
2018,Fall,D,Male,Freshman,3.97,25,50.0,94,84,84,89,92,82
2018,Fall,D,Male,Freshman,,,30.0,60,66,78,71,84,42
2018,Fall,D,Male,Freshman,3.77,21,33.3,92,96,90,98,88,95
2018,Fall,D,Male,Sophomore,2.96,16,,70,60,70,45,76,68
2018,Fall,D,Female,Sophomore,3.13,19,36.7,88,84,88,91,90,83
2018,Fall,D,Female,Junior,3.52,26,48.3,96,96,94,95,92,87
2018,Fall,D,Male,Sophomore,,,36.7,86,88,100,95,98,85
2018,Fall,D,Male,Sophomore,3.76,27,36.7,96,94,84,89,90,78
2018,Fall,D,Male,Sophomore,2.34,21,,54,44,72,49,68,65
2018,Fall,D,Female,Freshman,,,40.0,50,36,,,,
2018,Fall,D,Male,Sophomore,3.38,23,48.3,82,80,70,76,,73
2018,Fall,D,Male,Freshman,3.39,21,55.0,78,80,78,45,56,50
2018,Fall,D,Male,Freshman,3.91,20,45.0,64,48,50,38,,
2018,Fall,D,Male,Sophomore,,,20.0,,36,,,,
2018,Fall,D,Male,Freshman,3.71,27,46.7,88,88,84,98,90,78
2018,Fall,D,Male,Freshman,3.18,21,,82,66,74,64,88,67
2018,Fall,D,Female,Sophomore,3.67,24,33.3,56,76,84,62,72,65
2018,Fall,D,Male,Freshman,3.28,19,33.3,78,64,88,62,66,65
2018,Fall,D,Female,Junior,3.48,20,45.0,58,82,66,62,58,60
2018,Fall,D,Male,Freshman,3.33,25,33.3,76,76,84,60,78,60
2018,Fall,D,Female,Sophomore,3.74,22,46.7,78,76,76,82,72,62
2018,Fall,D,Female,Sophomore,3.33,23,,74,72,62,47,,
2018,Fall,D,Female,Freshman,3.09,26,36.7,80,64,80,60,64,55
2018,Fall,D,Female,Senior,3.64,23,28.3,78,54,76,49,64,50
2018,Fall,D,Male,Freshman,3.56,22,31.7,86,86,92,96,92,87
2018,Fall,D,Female,Sophomore,3.62,29,40.0,86,92,86,93,96,80
2018,Fall,D,Female,Freshman,3.27,20,,52,28,26,25,30,28
2018,Fall,D,Female,Sophomore,3.56,20,35.0,68,78,76,45,86,68
2018,Fall,D,Female,Freshman,3.51,21,31.7,62,38,86,73,82,53
2018,Fall,D,Female,Senior,3.8,21,45.0,92,90,80,67,84,78
2018,Fall,D,Female,Freshman,2.47,19,33.3,56,50,50,38,,
2018,Fall,D,Male,Freshman,2.72,26,55.0,92,94,88,73,90,78
2018,Fall,D,Male,Freshman,3.69,28,41.7,96,90,88,93,94,75
2018,Fall,D,Female,Sophomore,3.83,23,55.0,88,86,80,71,90,85
2018,Fall,D,Female,Sophomore,3.47,21,53.3,70,54,58,51,56,43
2018,Fall,D,Male,Freshman,3.46,23,46.7,78,82,82,76,80,72
2018,Fall,D,Female,Freshman,3.77,19,,58,70,84,69,78,52
2018,Fall,D,Female,Freshman,3.65,24,28.3,84,84,80,73,78,78
2018,Fall,D,Male,Junior,3.56,24,55.0,92,88,68,89,84,83
2018,Fall,D,Male,Sophomore,,,41.7,66,60,70,62,74,57
2018,Fall,D,Male,Freshman,,17,,38,42,36,,,
2018,Fall,D,Male,Freshman,2.07,19,26.7,58,56,68,47,44,43
2018,Fall,D,Male,Freshman,2.49,21,38.3,44,34,40,25,,
2018,Fall,D,Male,Freshman,2.65,21,,58,44,62,40,44,43
2018,Fall,D,Female,Sophomore,3.41,22,31.7,66,68,62,45,60,55
2018,Fall,D,Female,Freshman,3.7,22,40.0,80,92,72,73,64,53
2018,Fall,D,Male,Freshman,3.4,27,,90,88,90,96,90,85
2018,Fall,D,Female,Junior,3.34,27,30.0,84,80,82,93,90,72
2018,Fall,D,Male,Freshman,,26,35.0,76,90,88,71,86,82
2018,Fall,D,Male,Freshman,2.74,21,36.7,60,50,60,56,58,48
2018,Fall,D,Male,Freshman,3.57,22,26.7,58,72,86,76,88,80
2018,Fall,D,Male,Sophomore,3.6,24,41.7,92,90,94,89,94,80
2018,Fall,D,Female,Sophomore,3.3,19,40.0,80,70,64,71,54,57
2018,Fall,D,Female,Sophomore,,19,35.0,80,76,78,78,68,65
2018,Fall,D,Male,Sophomore,2.89,19,30.0,96,96,96,95,98,80
2018,Fall,D,Female,Sophomore,3.9,24,45.0,82,78,96,84,80,78
2018,Fall,D,Female,Sophomore,,28,41.7,98,92,98,91,94,92
2018,Fall,D,Male,Sophomore,,,18.3,58,38,,,,
2018,Fall,D,Male,Sophomore,3.78,20,33.3,94,70,74,71,64,60
2018,Fall,D,Male,Sophomore,3.07,21,36.7,92,84,84,80,90,67
2018,Fall,D,Female,Freshman,3.97,29,26.7,78,78,96,80,94,77
2018,Fall,D,Male,Freshman,3.31,20,,52,40,68,33,,
2018,Fall,D,Male,Freshman,,25,40.0,84,84,86,78,78,63
2018,Fall,D,Female,Freshman,2.78,18,,46,34,44,42,32,33
2018,Fall,D,Male,Freshman,3.29,23,30.0,90,86,68,89,92,75
2018,Fall,D,Female,Freshman,,,38.3,90,88,94,85,86,88
2018,Fall,D,Male,Freshman,3.49,22,40.0,88,96,92,76,84,83
2018,Fall,D,Female,Freshman,1.32,,,70,80,78,69,64,65
2018,Fall,D,Male,Freshman,3.75,18,31.7,56,78,74,53,66,53
2018,Fall,D,Male,Freshman,2.78,29,,74,,60,62,56,67
2018,Fall,D,Female,Sophomore,2.64,,30.0,68,40,80,53,60,42
2018,Fall,D,Female,Freshman,3.49,,40.0,72,86,78,60,56,
2018,Fall,D,Male,Sophomore,3.85,25,41.7,86,84,94,71,86,67
2018,Fall,D,Female,Freshman,3.95,25,30.0,94,88,80,89,86,72
2018,Fall,B,Male,Junior,3.54,26,60.0,98,94,92,80,88,90
2018,Fall,B,Female,Sophomore,3.5,18,40.0,80,86,62,89,74,65
2018,Fall,B,Female,Sophomore,,25,36.7,92,92,74,85,84,83
2018,Fall,B,Male,Junior,3.62,23,45.0,86,72,72,80,88,72
2018,Fall,B,Male,Sophomore,,,40.0,74,50,64,,,
2018,Fall,B,Male,Freshman,3.8,27,36.7,94,68,78,82,70,77
2018,Fall,B,Male,Freshman,2.82,18,35.0,78,74,80,76,78,67
2018,Fall,B,Female,Sophomore,,20,23.3,58,30,26,58,52,42
2018,Fall,B,Male,Senior,3.85,18,33.3,94,90,86,89,80,78
2018,Fall,B,Male,Freshman,3.63,21,41.7,88,96,88,98,94,88
2018,Fall,B,Female,Freshman,3.59,23,33.3,42,44,56,40,34,47
2018,Fall,B,Male,Sophomore,3.22,26,35.0,76,72,80,62,62,50
2018,Fall,B,Female,Sophomore,3.66,26,,88,70,46,80,76,65
2018,Fall,B,Female,Freshman,3.19,26,30.0,68,66,82,76,78,68
2018,Fall,B,Female,Junior,,,26.7,48,64,66,,,
2018,Fall,B,Female,Freshman,3.6,21,26.7,68,44,80,67,60,52
2018,Fall,B,Male,Freshman,3.98,19,33.3,88,92,96,100,94,82
2018,Fall,B,Female,Junior,3.44,29,45.0,94,78,92,91,94,88
2018,Fall,B,Female,Freshman,3.59,21,25.0,82,76,84,80,74,67
2018,Fall,B,Male,Freshman,,,35.0,80,82,90,93,88,82
2018,Fall,B,Female,Junior,3.25,,46.7,68,62,84,65,82,55
2018,Fall,B,Male,Sophomore,3.1,21,20.0,56,88,42,40,,
2018,Fall,B,Male,Freshman,,,36.7,56,52,,,,
2018,Fall,B,Female,Sophomore,3.89,21,33.3,72,64,86,76,70,63
2018,Fall,B,Female,Freshman,3.38,22,23.3,82,82,90,65,78,60
2018,Fall,B,Female,Junior,3.77,20,31.7,68,86,74,65,72,57
2018,Fall,B,Female,Freshman,,,28.3,54,,,,,
2018,Fall,B,Male,Junior,3.9,22,,84,,54,69,72,78
2018,Fall,B,Female,Freshman,3.73,19,35.0,68,88,76,75,68,62
2018,Fall,B,Male,Freshman,,22,36.7,90,92,96,96,90,85
2018,Fall,B,Female,Freshman,3.86,24,21.7,78,78,86,71,80,67
2018,Fall,B,Female,Freshman,3.97,31,46.7,96,98,98,100,96,82
2018,Fall,B,Male,Freshman,3.75,26,,96,84,94,98,92,87
2018,Fall,B,Male,Freshman,,,,74,66,76,56,52,55
2018,Fall,B,Male,Sophomore,4,23,56.7,92,88,88,91,98,87
2018,Fall,B,Male,Freshman,3.93,23,25.0,78,74,66,64,74,60
2018,Fall,B,Male,Senior,3.34,28,63.3,98,92,96,87,94,92
2018,Fall,B,Female,Sophomore,3.67,27,,78,80,86,80,84,80
2018,Fall,B,Female,Freshman,4,27,30.0,78,80,88,65,80,67
2018,Fall,B,Female,Freshman,3.91,32,48.3,98,100,98,85,84,85
2018,Fall,B,Male,Junior,2.88,17,38.3,64,80,80,75,76,52
2018,Fall,B,Male,Senior,3.62,27,76.7,94,94,98,98,98,90
2018,Fall,B,Male,Junior,3.78,22,31.7,94,94,86,95,92,82
2018,Fall,B,Male,Freshman,3.78,27,41.7,88,90,96,84,82,73
2018,Fall,B,Male,Freshman,3.65,26,41.7,82,50,48,69,54,63
2018,Fall,B,Female,Junior,3.87,28,33.3,72,54,72,67,72,47
2018,Fall,B,Female,Freshman,3.91,26,45.0,76,98,88,73,80,78
2018,Fall,B,Male,Junior,,,38.3,86,84,82,73,68,57
2018,Fall,B,Male,Sophomore,2.53,20,30.0,74,84,84,87,80,77
2018,Fall,B,Male,Sophomore,2.77,26,41.7,92,66,80,69,66,73
2018,Fall,B,Female,Freshman,,,23.3,46,40,,,,
2018,Fall,B,Male,Sophomore,,,31.7,88,82,90,87,88,83
2018,Fall,B,Male,Freshman,2.74,26,33.3,78,52,60,,,
2018,Fall,B,Male,Sophomore,2.48,20,23.3,56,60,60,24,,38
2018,Fall,B,Male,Freshman,3.37,20,23.3,92,90,78,93,90,67
2018,Fall,B,Male,Freshman,3.14,21,23.3,70,72,,76,92,80
2018,Fall,B,Male,Sophomore,3.35,,36.7,78,92,92,98,96,78
2018,Fall,B,Female,Freshman,3.99,26,36.7,88,70,66,58,80,43
2018,Fall,B,Male,Freshman,2.66,19,33.3,66,80,78,91,70,73
2018,Fall,B,Male,Freshman,3.8,27,45.0,92,84,92,96,82,83
2018,Fall,B,Female,Senior,3.48,23,50.0,94,78,82,89,84,83
2018,Fall,B,Male,Freshman,3.53,30,,78,58,82,42,60,60
2018,Fall,B,Male,Freshman,3.86,22,30.0,84,82,88,75,82,60
2018,Fall,B,Male,Sophomore,3.63,28,50.0,98,90,82,93,92,90
2018,Fall,B,Female,Sophomore,3.78,24,53.3,90,84,86,51,78,67
2018,Fall,B,Male,Freshman,3.77,23,,72,80,86,64,76,62
2018,Fall,B,Male,Freshman,3.39,24,33.3,66,74,50,35,46,42
2018,Fall,B,Female,Junior,2.91,23,28.3,88,86,90,82,66,75
2018,Fall,B,Female,Sophomore,3.8,18,38.3,84,88,92,85,84,82
2018,Fall,B,Male,Junior,3.11,31,41.7,82,58,84,67,76,67
2018,Fall,B,Female,Sophomore,,,25.0,80,66,,,,
2018,Fall,B,Female,Freshman,3.33,23,16.7,62,46,54,35,30,18
2018,Fall,B,Female,Freshman,3.42,20,36.7,74,68,48,,,
2018,Fall,B,Male,Freshman,3.2,30,76.7,90,90,84,87,90,92
2018,Fall,B,Male,Sophomore,,,33.3,78,72,50,,,
2018,Fall,B,Male,Sophomore,3.67,18,31.7,86,94,90,89,98,87
2018,Fall,B,Male,Freshman,3.09,18,46.7,90,90,88,91,94,85
2018,Fall,B,Female,Sophomore,2.82,17,,64,62,76,60,78,47
2018,Fall,B,Male,Senior,3.67,26,43.3,92,88,66,84,90,72
2018,Fall,B,Female,Freshman,3.59,29,33.3,82,72,82,78,68,65
2018,Fall,B,Female,Sophomore,4,24,28.3,90,96,92,98,94,85
2018,Fall,B,Male,Freshman,,25,25.0,84,90,92,75,90,83
2018,Fall,B,Female,Sophomore,3.5,18,31.7,50,84,72,82,76,65
2018,Fall,B,Female,Freshman,,,43.3,42,28,,,,
2018,Fall,B,Female,Sophomore,3.84,28,38.3,76,80,84,51,52,57
2018,Fall,B,Male,Freshman,3.68,24,40.0,86,96,82,67,68,65
2018,Fall,B,Male,Freshman,3.5,23,40.0,76,88,74,76,90,73
2018,Fall,B,Male,Freshman,2.28,20,26.7,70,58,36,,,
2018,Fall,B,Male,Freshman,3.97,26,38.3,96,94,90,95,90,88
2018,Fall,B,Female,Junior,4,21,33.3,94,96,94,98,90,87
2018,Fall,B,Male,Freshman,3.26,24,26.7,76,62,80,71,58,52
2018,Fall,B,Female,Sophomore,3.42,24,36.7,48,36,54,38,28,28
2018,Fall,B,Female,Sophomore,,,58.3,90,92,92,95,94,92
2018,Fall,B,Male,Junior,,24,33.3,100,76,80,76,82,83
2018,Fall,B,Male,Freshman,3.15,24,48.3,92,76,70,91,80,72
2018,Fall,B,Female,Junior,2.45,17,30.0,58,60,82,53,72,42
2018,Fall,B,Male,Freshman,3.24,25,26.7,72,40,92,84,90,87
2018,Fall,B,Female,Junior,3.93,24,50.0,96,82,74,56,68,65
2018,Fall,B,Male,Freshman,3.33,20,25.0,100,98,92,93,84,77
2018,Fall,B,Female,Freshman,,,25.0,34,20,36,,,
2018,Fall,B,Male,Freshman,,26,38.3,84,76,70,,66,68
2018,Fall,B,Female,Freshman,,,33.3,82,84,80,64,72,63
2018,Fall,B,Female,Sophomore,3.65,20,,64,62,70,65,74,50
2018,Fall,B,Female,Freshman,,,31.7,,50,50,,,
2018,Fall,B,Female,Junior,3.69,22,40.0,96,90,98,80,78,88
2018,Fall,B,Female,Sophomore,4,30,45.0,100,100,98,100,96,100
2018,Fall,B,Female,Freshman,3.39,20,26.7,70,54,58,65,58,50
2018,Fall,B,Female,Sophomore,3.87,30,48.3,96,96,94,91,98,78
2018,Fall,B,Male,Freshman,,,20.0,68,42,,,,
2018,Fall,B,Female,Junior,,,55.0,94,76,94,84,74,78
2018,Fall,B,Male,Freshman,,23,21.7,74,56,74,62,76,67
2018,Fall,B,Female,Freshman,3.45,16,,64,66,66,62,62,45
2018,Fall,B,Female,Junior,2.85,24,26.7,84,44,68,,,
2018,Fall,B,Male,Freshman,3.33,23,41.7,92,74,74,56,76,82
2018,Fall,B,Male,Junior,,,28.3,64,48,48,,,
2018,Fall,B,Female,Sophomore,3.33,26,,92,96,94,84,86,80
2018,Fall,B,Male,Sophomore,,,30.0,52,44,52,,,
2018,Fall,B,Male,Senior,3.6,26,43.3,84,68,94,75,78,60
2018,Fall,B,Male,Senior,3.05,17,36.7,90,88,80,85,86,75
2018,Fall,B,Male,Freshman,2.8,24,36.7,82,94,88,82,76,63
2018,Fall,B,Male,Freshman,2.77,23,,82,76,84,,86,68
2018,Fall,E,Male,Freshman,2.9,,23.3,40,56,76,73,72,65
2018,Fall,E,Female,Freshman,3.8,24,36.7,84,76,82,76,76,65
2018,Fall,E,Male,Senior,3.26,24,46.7,92,86,86,91,88,62
2018,Fall,E,Female,Senior,3.58,22,33.3,86,88,92,89,88,78
2018,Fall,E,Male,Freshman,,19,33.3,80,82,84,69,58,73
2018,Fall,E,Female,Junior,3.76,30,51.7,86,92,92,95,80,80
2018,Fall,E,Female,Freshman,,,28.3,54,70,74,58,56,55
