"","Year","Semester","Instructor","Gender","Class","Pretest","Final","Exam1","Exam2","Exam3","Exam4","Exam5","Average","HSACT"
"1805",2019,"Winter","D","Female","Senior",38,60,78,78,74,71,60,70.1666666666667,2.65388888888889
"1806",2019,"Winter","D","Female","Junior",47,90,96,96,94,96,94,94.3333333333333,3.41444444444444
"1807",2019,"Winter","D","Female","Junior",60,83,92,76,94,95,86,87.6666666666667,3.27944444444444
"1808",2019,"Winter","D","Male","Sophomore",50,87,88,82,86,75,76,82.3333333333333,3.21333333333333
"1809",2019,"Winter","D","Male","Sophomore",57,83,94,96,84,96,90,90.5,3.40611111111111
"1810",2019,"Winter","D","Male","Sophomore",25,53,78,60,66,49,48,59,2.35111111111111
"1811",2019,"Winter","D","Male","Freshman",50,87,82,100,92,91,96,91.3333333333333,3.12055555555556
"1812",2019,"Winter","D","Male","Freshman",32,72,84,74,84,84,80,79.6666666666667,3.33444444444444
"1813",2019,"Winter","D","Male","Freshman",33,85,96,92,90,82,88,88.8333333333333,3.08
"1814",2019,"Winter","D","Male","Junior",47,77,96,96,94,95,98,92.6666666666667,2.81222222222222
"1815",2019,"Winter","D","Female","Senior",83,92,100,100,90,95,96,95.5,3.11777777777778
"1816",2019,"Winter","D","Male","Freshman",43,78,82,74,76,58,88,76,2.94666666666667
"1817",2019,"Winter","D","Male","Junior",47,75,88,94,90,85,88,86.6666666666667,2.295
"1818",2019,"Winter","D","Female","Freshman",37,87,94,90,90,98,90,91.5,3.17722222222222
"1819",2019,"Winter","D","Female","Sophomore",32,73,88,84,66,84,78,78.8333333333333,3.17833333333333
"1820",2019,"Winter","D","Female","Freshman",38,82,88,100,90,95,92,91.1666666666667,3.65666666666667
"1821",2019,"Winter","D","Female","Sophomore",47,58,78,60,82,65,70,68.8333333333333,3.12166666666667
"1822",2019,"Winter","D","Male","Freshman",42,77,92,88,70,64,78,78.1666666666667,3.61833333333333
"1823",2019,"Winter","D","Male","Freshman",35,65,88,94,68,75,74,77.3333333333333,3.27
"1824",2019,"Winter","D","Male","Freshman",38,92,94,94,92,96,90,93,3.11722222222222
"1825",2019,"Winter","D","Female","Sophomore",38,75,68,92,82,84,82,80.5,3.02111111111111
"1826",2019,"Winter","D","Male","Junior",42,90,100,80,72,78,86,84.3333333333333,2.47222222222222
"1827",2019,"Winter","D","Male","Freshman",27,55,60,68,78,82,74,69.5,2.43666666666667
"1828",2019,"Winter","D","Male","Freshman",33,48,74,70,44,55,38,54.8333333333333,2.485
"1829",2019,"Winter","D","Male","Senior",35,87,80,82,90,84,88,85.1666666666667,3.08222222222222
"1830",2019,"Winter","D","Male","Freshman",27,53,58,62,70,55,52,58.3333333333333,2.88222222222222
"1831",2019,"Winter","D","Male","Freshman",27,48,78,56,78,53,66,63.1666666666667,3.12388888888889
